id,name,district,street,station,lines,d_m,area_m2,type,built_year,units_total,buildings,layout_main,large_unit,resettlement,confidence,note
167,弘基朗寓,南山区,桃源街道,塘朗,5,78.4,2798,商务公寓,2018,217,1,1房34-50㎡为主（全盘35-98㎡ 1-3房）,否,无,确认,Q房网登记名「弘基翰林大厦」（别名弘基朗寓/弘基翰林九锡），物业用途=商住/写字楼，产权40年，明确为「小面积品质商务公寓」，不带学位。塘朗站C口东侧，占地8269㎡、建面85648㎡、15层、容积率7.5。建成年代Q房网记2018年，2021年10月才开盘销售。OSM占地2798㎡仅为塔楼投影，小于实际用地。
168,远洋天著,南山区,桃源街道,大学城,5,96.4,36614,混合,2021,1542,7,3-4房 98-162㎡（105/115/118㎡为主力）,是,有回迁房,确认,全称「远洋天著华府」，留仙大道与丽山路交汇处北侧、5号线大学城站旁。项目由众冠红花岭工业区城市更新（旧改）而来，分东西两区，东区主要用于回迁安置——即商品房+回迁房混合。乐有家与Q房网均记1542户。
169,众冠时代广场,南山区,桃源街道,大学城,5,35.3,1077,写字楼商业,未知,600,1,1室0厅约50㎡（商住公寓型单位）,否,未知,单一来源,Q房网物业用途=商铺/商住/写字楼，别名「众冠时代广场写字楼」，地址为留仙大道北侧地铁5号线大学城站D出口尚美国际，容积率7.38，用水用电均为商水商电。项目定位是西丽片区首个集购物/餐饮/文化/娱乐/办公/酒店的大型综合体（南山区「十二五」工程），占地约7万㎡、总建面45万㎡。因此OSM把它收进「住宅性用地」属误判：至多含商住公寓单位（约50㎡一房），不是70年产权住宅小区。建成年代未查到。
170,桃源村二期,南山区,桃源街道,桃源村,7,12.3,92478,住宅小区,1999-2000,3750,35,3房78-93㎡为主（另有128㎡的5房）,否,无,确认,桃源村分三期（一期1997年竣工、二期1999/2000年、三期2008年）。二期栋数两源一致35栋，户数乐有家3750户/Q房网3775户。片区资料（Q房网润城花园简介）称桃源村、龙辉花园为「政府大型微利住宅区」——属早期政府微利商品房，不是回迁房或现行安居房。紧贴7号线桃源村站（OSM 12m）。
171,俊峰丽舍,南山区,桃源街道,桃源村,7,13.7,48045,住宅小区,2004,1239-1250,5,3-4房 98-128㎡为主（另有77㎡两房）,部分,无,确认,全称「俊峰丽舍花园」，别名「都市金堡名苑」，龙珠七路43号，距7号线桃源村站约168米。乐有家明确产权年限70年（商品房），物业类型「住宅/商铺/车位」；乐有家概览处曾误标「物业类型为公寓」，以产权栏为准。户数乐有家1239户 / Q房网1250户。
172,水木华庭小区,南山区,桃源街道,桃源村,7,158.0,23278,住宅小区,2002-2003,403,5,三房及四房以上为主（塔楼，面积段未查到）,部分,无,单一来源,龙珠六路33号、桃源社区，7号线桃源村站附近。数据仅来自搜索结果摘要（仅摘要）：建成2002-2003年、住宅总套数403、楼栋5栋塔楼、容积率1.97、绿化率28.6%、车位233个。链家页面有验证码打不开、Q房网与房天下未收录该小区名，故未能取得第二个可独立打开的来源。
173,中爱花园,南山区,桃源街道,桃源村,7,101.7,21576,住宅小区,2003-2005,812-874,9,1房44-53㎡/2房54-82㎡/3房99-113㎡，另有少量复式,否,无,确认,龙珠七路40号（龙珠大道东、桃源村北），距7号线桃源村站约272米，南门150米即C出口。九座2-15层小高层，首层架空层泛会所；70年产权。户数乐有家874户 / Q房网812户；乐有家记2004年建成、Q房网记2003-2005年。物业用途含商铺/写字楼（裙楼），住宅部分为普通住宅、以中小户型为主。
174,郁金香家园,南山区,桃源街道,桃源村,7,18.1,14648,住宅小区,2004,268-272,4,2-3房 65-99㎡（2房65-72㎡、3房75-95㎡）,否,无,确认,龙珠六路32号（龙珠大道与龙珠六路交汇处），Q房网记别名「挪威森林」。4栋7个单元塔楼连体，纯住宅+商铺，使用年限70年，开发商广森集团。户数乐有家268户 / Q房网272户；建成年份乐有家记2004、Q房网记2001-2005。距7号线桃源村站约150-250米。
175,佳兆业·香瑞园,南山区,桃源街道,深云,7,80.3,64813,住宅小区,2008,987-1032,11,南区2-3房77-125㎡；北区联排别墅260-300㎡、洋房168-180㎡四房,部分,无,确认,Q房网登记名「香瑞园」，龙珠大道10号（龙珠大道与南坪快速交汇处北侧），低密度（容积率1.8），佳兆业物业。11栋=3栋联排别墅+8栋12层小高层，分南北区。户数Q房网987户、其他源约1008-1032户；建成年份2008（部分源写2008-2009）。Q房网记占地21282㎡，OSM 64813㎡明显偏大，疑OSM面覆盖了南北两区及周边坡地绿地。
176,崇文花园,南山区,桃源街道,深大丽湖,7,158.6,103323,回迁房,2013-2014,4448,23,一/二/三房 30-108㎡（住建局口径另称含「大户型11栋」）,部分,整体回迁房,确认,权威源为深圳市住房和建设局官网页面，明确写「南山区政府开发建设的南科大和深圳（深大）新校区拆迁安置商住综合小区」，2013年12月竣工验收、2014年6月入住，共23栋（住宅19栋：公寓8栋+大户型11栋，另有文体中心、小学、幼儿园、办公楼各1栋），总套数4448套，建面549613㎡，常住及流动人口约1.5万人。位置：留仙大道北、学苑大道南、东临塘岭路、西临塘朗村。口径冲突：Q房网记建筑年代2011年、4359户、「建面30-108㎡以中小户型为主」，与住建局的「大户型11栋」表述矛盾，故 large_unit 记「部分」。
177,水木丹华,南山区,桃源街道,深大丽湖,7,121.8,18267,住宅小区,2014,1086-1543,6,87-89㎡三房为主，少量165-182㎡四房,否,无,确认,别名「水木丹华园」，开发商深圳市桑泰房地产，丽山路23号/学苑路南侧，距7号线深大丽湖站约185米。6栋31层，占地18003㎡（与OSM 18267㎡吻合），规划建面约15万㎡，2011年底开工、2014年初交房。总户数两源冲突：房天下/腾讯房产记1543户，Q房网记1086户，故给区间。主力为87-89㎡三房，因此 large_unit 记「否」（有少量165-182㎡四房）。
178,塘朗大厦,南山区,桃源街道,深大丽湖,7,177.9,985,不确定,2010,112,1,4房136-138㎡为主，另有110㎡三房、260㎡四房,是,未知,单一来源,学苑大道1233号，紧邻崇文花园（距南科大教育集团实验一小164米）、塘朗村一带。乐有家明确标注「产权性质：自建房（集资房）」、物业类型住宅、物业费2.0元/㎡，但建筑年代与户数为空；Q房网补上2010年建成、1栋、112户、物业用途「住宅/商住」。户型以136-260㎡四房为主，属典型村统建楼/单位集资建房格局，但没有权威文件确认到底是塘朗村统建楼还是单位集资房，故 type 记「不确定」、resettlement 记「未知」。OSM按单体楼录入，占地985㎡。
179,龙辉花园,南山区,桃源街道,珠光,7,15.1,92486,住宅小区,1998,3100,34,未知,未知,无,单一来源,房天下小区页：1998年建成、34栋、房屋总数3100户、板塔结合，地址桃源街道龙辉社区龙珠大道159号，开发商利联实业发展（深圳）有限公司，物业深圳市莲花物业。性质旁证：Q房网润城花园简介称「东邻政府大型微利住宅区桃源村、龙辉花园等」，即早期政府微利商品房，非回迁/安居房。主力户型未查到，留「未知」（不臆测）。房天下反爬后无法取第二个平台的独立小区页。
180,龙联花园,南山区,桃源街道,珠光,7,31.8,45709,住宅小区,1994,616,16,4房75-93㎡（4室2厅75.03㎡、4室1厅92.49/93㎡）,否,未知,单一来源,珠光路8号，距7号线珠光站约186-234米。Q房网：1994年建成、物业用途住宅/商铺、16栋40单元、616户、无电梯、容积率3.2、车位260个、物业费1元/㎡。多为一梯两户的7-8层楼梯房。房型虽标4房但面积仅75-93㎡，是珠光片区早期统建/微利房的典型格局；是否含村民统建或回迁成分未能查证，故 resettlement 记「未知」。仅Q房网单一来源（房天下已被反爬拦截、乐有家需登录）。
181,宝珠花园,南山区,桃源街道,珠光,7,159.3,42896,住宅小区,1997-2002,1172,12,2-4房 74/87/93/102/118㎡,部分,未知,单一来源,珠光路249号，分三期（一、二期一梯4户，三期一梯6户），距7号线珠光/茶光站约400-500米（OSM按最近出入口算159米）。Q房网：1997-2002年建成、住宅/商铺、12栋24单元、1172户、部分电梯房、容积率2.53、车位436个。裙楼曾进驻华润万家（见润城花园简介）。仅Q房网单一来源。
182,润城花园,南山区,桃源街道,珠光,7,107.8,29479,住宅小区,2004,690-716,8,2房82㎡、3房与4房（南北通透）,部分,无,单一来源,龙珠大道420号，2004年竣工，开发商深圳市城市建设开发（集团），物业深圳市城建物业。Q房网基本信息记8栋/690户，同页简介写「8栋、716户」，故给区间。绿化率40%、容积率2.4、车位504个，带会所/社区活动中心/泳池。地铁7号线珠光站距北门约300米。仅Q房网单一来源。
183,龙都花园,南山区,桃源街道,珠光,7,21.6,19610,住宅小区,1999,352,10,5室3厅216㎡（含复式）、5室1厅114㎡等大户型为主,是,未知,单一来源,龙珠大道364号（龙珠一路与珠光大道旁），距7号线珠光站约148米。Q房网：1999年建成、商铺/住宅、10栋19单元、352户、无电梯楼梯房、无地下车库、容积率2.8、物业费0.8-1.2元/㎡，物业方为「深圳市龙都投资发展有限公司」。在售户型以114-216㎡的五房/复式为主，属珠光片区自建/统建性质的可能性较大，但无法证实，resettlement 记「未知」。⚠️易混淆：同片区另有「龙都名园」（龙井路350号，2003年，3栋408户，55-91㎡两三房），不是同一小区。
184,珠光花半里,南山区,桃源街道,珠光,7,179.3,13354,住宅小区,1991-2007,342,2,2-4房 74-99㎡（2房73.93㎡、3房97.66㎡、4房99㎡）,否,未知,单一来源,Q房网登记名「珠光花半里欣苑」（别名花半里欣苑），珠光路126号，距7号线珠光站约264米。Q房网：1991-2007年分期建成、住宅/商铺、2栋9单元、342户、部分电梯房、容积率4.62。口径提示：OSM「珠光花半里」地块占地13354㎡，而Q房网只登记了「欣苑」这一个苑区（2栋342户），两者范围可能不一致——「花半里」在珠光片区应有多个苑。
185,林涧美院,南山区,桃源街道,茶光,7,176.1,4155,不确定,未知,未知,未知,未知,未知,未知,推测,查不到。Q房网、房天下、乐有家、安居客均无「林涧美院」这一小区条目。OSM记为地块、占地仅4155㎡、距7号线茶光站176米，位置在珠光村（西丽镇珠光村）范围内。推测为城中村内的小型自建/统建楼或未在二手房平台挂牌的小社区，也可能是OSM录入的开发商内部名/俗称。所有属性字段保留「未知」，不臆测。
186,珠光商住楼,南山区,桃源街道,茶光,7,77.3,1558,不确定,未知,未知,未知,未知,未知,未知,推测,查不到。名称本身像OSM录入的通用/俗称（「珠光」+「商住楼」），各主流房产平台无对应小区。OSM占地仅1558㎡，距7号线茶光站77米，位于珠光村范围内（同片区Q房网「半山语林公寓」简介即写「地处南山区西丽镇珠光村」）。深圳语境下「商住楼」多指村集体或早期商住混合楼，基本不是70年产权商品住宅小区，但无任何来源可确认，全部字段留「未知」。
187,汇城茗院,南山区,桃源街道,西丽湖,7,125.5,32106,住宅小区,未知,未知,未知,未知,未知,未知,单一来源,仅Q房网有条目：位置「西丽湖路与丽水路交汇处」、物业用途「住宅」、物业公司深圳市新润园物业发展有限公司，距7号线西丽湖站约125米（OSM）。但该页无建筑年代，简介全是「西丽湖国际科教城/大沙河创新走廊/留仙洞总部基地」式的新盘宣传口吻，疑为近年新建或在建项目。平台登记的「2栋/125户/地下500车位/容积率2.06」与OSM占地32106㎡自相矛盾（32106×2.06≈6.6万㎡建面不可能只有125户），故户数、栋数一律不采信、记「未知」。仅摘要级信息，需现场或预售许可文件核实。
